"sample_id","redcap_repeat_instance","ngs_runid","duplicate_id","ngs_rundate","ngs_location","ngs_provider","ngs_submission","ngs_platform","primer_scheme","primer_scheme_version","nanopore_platform","ngs_flowcell","illumina_platform","ngs_prep","ngs_barcode","ngs_library","ngs_analysis_type","ngs_merged_from","total_reads","mapped_reads","mean_depth","stdev_depth","median_depth","minimum_reads","maximum_reads","genomecov_depthx1","genomecov_depthx5","genomecov_depthx20","genomecov_depthx100","negative_control_sample","genbank_accession","consensus_coverage","consensus_fasta","ngs_notes","sample_labid","sample_sequenceid","sample_batchid","apha_sub","apha_rv","sample_tissuetype","sample_buffer","country","hmpcr_n405","rtassay","rtqpcr","lateral_flow_test","fat","drit","diagnostic_result","test_centre","diag_notes","genome_length","coverage_percent","qc_status"
"158_2022","1","aqp14","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2",NA,"Minion","FAS90955","Unknown","Amplicon",NA,NA,NA,NA,"26045","26045","1500","545","1490","0","3150","11889","11879","11878","11877","No","PP965369.1",11825,"158_2022__aqp14__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","Positive","NA","Positive","Other",NA,11923,99.1780592132853,"High quality"
"159_2017","1","aqp16","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode19",NA,"Single run",NA,"16330","14897","857.6008555","476.2706275","758","0","2910","11885","11878","11877","11877","No",NA,11827,"159_2017__aqp16__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"162_2018","1","aqp19","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26752",NA,"Amplicon","barcode06",NA,NA,NA,"31104","30203","1135.422796","663.8728107","1031","0","3176","11880","11877","11877","11877","No",NA,11827,"162_2018__aqp19__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"162_2024","1","aqp16","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode08",NA,"Single run",NA,"29159","28520","1190.163717","615.420115","1227","0","2825","11890","11877","11877","11877","No",NA,11827,"162_2024__aqp16__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"166_2016","1","apq21","1","2025-09-27","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY40750",NA,"Amplicon","barcode08",NA,NA,NA,"166263","163646","6531.335067","4150.089472","5235","0","20296","11881","11878","11877","11877","No",NA,11827,"166_2016__apq21__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"172_2022","1","aqp14","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2",NA,"Minion","FAS90955","Unknown","Amplicon",NA,NA,NA,NA,"83048","83048","3167","1618","3004","0","9030","11891","11883","11879","11878","No","PP965371.1",11812,"172_2022__aqp14__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","Positive","NA","Positive","Other",NA,11923,99.0690262517823,"High quality"
"173_2022","1","aqp14","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2",NA,"Minion","FAS90955","Unknown","Amplicon",NA,NA,NA,NA,"60646","60646","2606","1257","2689","0","6952","11903","11886","11879","11678","No","PP965368.1",11819,"173_2022__aqp14__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","Positive","NA","Positive","Other",NA,11923,99.1277363079762,"High quality"
"175_2023","1","aqp20","1","9/28/25","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY41370",NA,"Amplicon","barcode19",NA,NA,NA,"103730","101661","3543.731611","2558.207622","2806","0","13480","11895","11882","11877","11678","No",NA,11827,"175_2023__aqp20__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"182_2019","2","aqp20","2","9/28/25","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY41370",NA,"Amplicon","barcode04",NA,NA,NA,"91682","89422","3007.499874","2338.684651","2691","0","11810","11904","11883","11877","11706","No",NA,11827,"182_2019__aqp20__instance2.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","Positive","NA","Positive","Other",NA,11923,99.1948335150549,"High quality"
"183_2019","1","apq21","1","2025-09-27","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY40750",NA,"Amplicon","barcode03",NA,NA,NA,"64966","64086","2120.080852","1715.726318","1726","0","7348","11880","11878","11877","11161","No",NA,11827,"183_2019__apq21__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"183_2023","1","aqp17","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode18",NA,"Single run",NA,"102405","99340","3813.063658","2348.639296","3718","0","11819","11889","11880","11878","11877","No",NA,11827,"183_2023__aqp17__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"186_2018","1","aqp20","1","9/28/25","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY41370",NA,"Amplicon","barcode05",NA,NA,NA,"116530","114508","4358.718611","3049.544999","3549","0","14744","11886","11879","11877","11787","No",NA,11827,"186_2018__aqp20__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"201_2017","1","apq21","1","2025-09-27","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY40750",NA,"Amplicon","barcode21",NA,NA,NA,"188861","185489","8389.815734","5684.59718","7103","0","28131","11907","11880","11877","11877","No",NA,11827,"201_2017__apq21__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"202_2021","1","aqp12","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2",NA,"Minion",NA,"Unknown","Amplicon",NA,NA,NA,NA,"112087","112087","7031.275015","1899.763072","7182","0","12989","11905","11887","11882","11878","No","PP965344.1",10563,"202_2021__aqp12__instance1.fasta",NA,"8",NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","Positive","NA","Positive","Other","labid is epi caseid",11923,88.5934747966116,"Usable"
"209_2018","1","aqp20","1","9/28/25","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY41370",NA,"Amplicon","barcode06",NA,NA,NA,"64795","62872","2060.733289","1757.810423","1754","0","8908","11890","11879","11877","11459","No",NA,11827,"209_2018__aqp20__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"213_2021","1","aqp16","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode01",NA,"Single run",NA,"19986","19107","665.8556571","458.537034","566","0","2313","11881","11842","11691","11092","No",NA,11592,"213_2021__aqp16__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,97.2238530571165,"High quality"
"218_2023","1","aqp19","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26752",NA,"Amplicon","barcode18",NA,NA,NA,"144134","138447","5541.316615","3517.669795","4622","0","17751","11889","11879","11878","11877","No",NA,11827,"218_2023__aqp19__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"219_2022","1","aqp14","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2",NA,"Minion","FAS90955","Unknown","Amplicon",NA,NA,NA,NA,"36608","36608","2472","878","2508","0","4893","11907","11880","11878","11877","No","PP965347.1",11822,"219_2022__aqp14__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","Positive","NA","Positive","Other",NA,11923,99.1528977606307,"High quality"
"219_2024","1","aqp20","1","9/28/25","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY41370",NA,"Amplicon","barcode23",NA,NA,NA,"40065","39237","2020.893483","1208.087381","1841","0","5319","11881","11878","11877","11629","No",NA,11827,"219_2024__aqp20__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"220_2019","1","aqp18","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY28417","Unknown","Amplicon","barcode21",NA,"Single run",NA,"187","177","6.243311247","9.734149251","1","0","37","8321","3574","1489","0","No",NA,1074,"220_2019__aqp18__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,9.0078000503229,"Low coverage"
"225_2017","1","aqp18","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY28417","Unknown","Amplicon","barcode19",NA,"Single run",NA,"114238","109652","4995.683385","2670.543943","4649","0","15466","11896","11883","11878","11877","No",NA,11827,"225_2017__aqp18__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"225_2019","1","aqp20","1","9/28/25","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY41370",NA,"Amplicon","barcode12",NA,NA,NA,"74593","73067","2859.946154","2096.214541","2369","0","10027","11890","11878","11877","11876","No",NA,11827,"225_2019__aqp20__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"225_2023","1","aqp19","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26752",NA,"Amplicon","barcode21",NA,NA,NA,"44273","40544","1912.88149","1210.490552","1636","0","7302","11896","11879","11878","11877","No",NA,11827,"225_2023__aqp19__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"227_2019","1","aqp16","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode24",NA,"Single run",NA,"4140","3927","243.751321","96.64727967","242","0","476","11879","11877","11877","11010","No",NA,11827,"227_2019__aqp16__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"231_2021","1","aqp14","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2",NA,"Minion","FAS90955","Unknown","Amplicon",NA,NA,NA,NA,"28192","28192","1405","515","1363","0","2943","11891","11883","11878","11877","No","PP965374.1",11801,"231_2021__aqp14__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","Positive","NA","Positive","Other",NA,11923,98.976767592049,"High quality"
"232_2023","1","aqp19","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26752",NA,"Amplicon","barcode20",NA,NA,NA,"40506","39621","1708.498281","928.1497865","1625","0","4240","11881","11877","11677","11677","No",NA,11582,"232_2023__aqp19__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,97.139981548268,"High quality"
"234_2016","1","aqp18","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY28417","Unknown","Amplicon","barcode12",NA,"Single run",NA,"49601","46268","2305.569488","1207.273528","2059","0","6599","11906","11881","11878","11877","No",NA,11827,"234_2016__aqp18__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"236_2019","1","aqp18","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY28417","Unknown","Amplicon","barcode05",NA,"Single run",NA,"37348","34318","1438.065839","1051.891834","1138","0","4952","11886","11881","11878","11877","No",NA,11827,"236_2019__aqp18__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"236_2022","1","aqp12","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2",NA,"Minion",NA,"Unknown","Amplicon",NA,NA,NA,NA,"758917","758917","25057.9241","17386.99122","21815","0","76266","11912","11909","11695","11170","No","PP965345.1",9755,"236_2022__aqp12__instance1.fasta",NA,"12",NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","Positive","NA","Positive","Other","labid is epi caseid",11923,81.8166568816573,"Usable"
"240_2019","1","aqp20","1","9/28/25","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY41370",NA,"Amplicon","barcode13",NA,NA,NA,"92071","90112","3023.670217","2747.714812","2050","0","13454","11887","11879","11877","11260","No",NA,11827,"240_2019__aqp20__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"240_2023","1","aqp19","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26752",NA,"Amplicon","barcode22",NA,NA,NA,"85520","83845","3498.505913","1799.852636","3308","0","10560","11890","11880","11877","11833","No",NA,11827,"240_2023__aqp19__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"242_2019","1","aqp20","1","9/28/25","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY41370",NA,"Amplicon","barcode14",NA,NA,NA,"94620","93109","3354.618385","2386.815476","2702","0","11811","11893","11878","11877","11686","No",NA,11827,"242_2019__aqp20__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"244_2019","1","aqp20","1","9/28/25","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY41370",NA,"Amplicon","barcode15",NA,NA,NA,"108286","106659","4053.957477","3343.935305","3079","0","15791","11895","11879","11876","11687","No",NA,11827,"244_2019__aqp20__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"246_2022","1","aqp18","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY28417","Unknown","Amplicon","barcode08",NA,"Single run",NA,"73297","69980","3582.809108","1843.720329","3361","0","10837","11895","11880","11878","11870","No",NA,11827,"246_2022__aqp18__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"247_2018","1","aqp20","1","9/28/25","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY41370",NA,"Amplicon","barcode07",NA,NA,NA,"89444","86494","3401.902709","2413.809081","2647","0","11714","11889","11882","11878","11877","No",NA,11827,"247_2018__aqp20__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"250_2021","1","aqp12","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2",NA,"Minion",NA,"Unknown","Amplicon",NA,NA,NA,NA,"350173","350173","14068.4238","5934.630135","13114","0","28102","11911","11888","11884","11879","No","PP965363.1",10565,"250_2021__aqp12__instance1.fasta",NA,"9",NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","Positive","NA","Positive","Other","labid is epi caseid",11923,88.6102490983813,"Usable"
"251_2021","1","aqp12","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2",NA,"Minion",NA,"Unknown","Amplicon",NA,NA,NA,NA,"115094","115094","7739.703011","2039.411882","7802","0","13046","11897","11887","11880","11878","No","PP965354.1",10565,"251_2021__aqp12__instance1.fasta",NA,"10",NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","Positive","NA","Positive","Other","labid is epi caseid",11923,88.6102490983813,"Usable"
"255_2019","1","aqp20","1","9/28/25","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY41370",NA,"Amplicon","barcode16",NA,NA,NA,"72174","70841","3034.978948","2501.926801","2228","0","11798","11908","11879","11877","11876","No",NA,11827,"255_2019__aqp20__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"259_2017","1","apq21","1","2025-09-27","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY40750",NA,"Amplicon","barcode22",NA,NA,NA,"91045","88256","4613.856412","2562.9407","4481","0","13775","11910","11882","11878","11877","No",NA,11827,"259_2017__apq21__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"266_2022","1","aqp18","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY28417","Unknown","Amplicon","barcode09",NA,"Single run",NA,"67487","62829","2593.050491","1841.860463","2125","0","8382","11894","11881","11878","11877","No",NA,11827,"266_2022__aqp18__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"270_2023","1","aqp18","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY28417","Unknown","Amplicon","barcode10",NA,"Single run",NA,"26031","25459","1032.544913","566.3625555","983","0","2905","11880","11877","11877","11870","No",NA,11827,"270_2023__aqp18__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"272_2017","1","aqp18","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY28417","Unknown","Amplicon","barcode20",NA,"Single run",NA,"25268","23174","882.8111214","799.824554","589","0","4040","11882","11879","11692","11667","No",NA,11592,"272_2017__aqp18__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,97.2238530571165,"High quality"
"272_2019","1","aqp18","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY28417","Unknown","Amplicon","barcode06",NA,"Single run",NA,"32942","31950","1327.72834","649.3297819","1268","0","3471","11881","11877","11877","11877","No",NA,11827,"272_2019__aqp18__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"273_2023","1","aqp17","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode19",NA,"Single run",NA,"97541","93859","3652.096788","2191.904086","3509","0","10988","11887","11879","11878","11877","No",NA,11827,"273_2023__aqp17__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"275_2017","1","apq21","1","2025-09-27","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY40750",NA,"Amplicon","barcode23",NA,NA,NA,"115035","113006","5393.991277","3226.1489","5033","0","16227","11885","11880","11877","11877","No",NA,11827,"275_2017__apq21__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"279_2017","1","aqp19","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26752",NA,"Amplicon","barcode13",NA,NA,NA,"44346","43405","1539.562526","1158.193993","1221","0","4881","11890","11878","11877","11456","No",NA,11558,"279_2017__aqp19__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,96.9386899270318,"High quality"
"280_2022","1","aqp16","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode11",NA,"Single run",NA,"24475","22516","1289.679946","677.8216039","1135","0","3943","11896","11878","11878","11877","No",NA,11827,"280_2022__aqp16__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"286_2022","1","aqp16","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode12",NA,"Single run",NA,"34324","32778","1338.357209","1134.356529","956","0","5564","11882","11878","11678","10928","No",NA,11582,"286_2022__aqp16__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,97.139981548268,"High quality"
"289_2019","1","aqp18","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY28417","Unknown","Amplicon","barcode07",NA,"Single run",NA,"19446","17211","699.4111381","499.0565254","560","0","2289","11882","11879","11878","11687","No",NA,11827,"289_2019__aqp18__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"291_2016","1","aqp16","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode18",NA,"Single run",NA,"20533","18538","809.5574939","669.5261887","657","0","3272","11883","11878","11876","11637","No",NA,11805,"291_2016__aqp16__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.0103161955884,"High quality"
"297_2023","1","aqp16","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode09",NA,"Single run",NA,"61689","57856","2185.476977","1704.218719","1595","0","9371","11885","11879","11878","11876","No",NA,11827,"297_2023__aqp16__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"298_2017","1","aqp19","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26752",NA,"Amplicon","barcode08",NA,NA,NA,"34060","33064","1204.943722","753.8932958","1133","0","3389","11886","11878","11877","11874","No",NA,11827,"298_2017__aqp19__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"302_2016","1","aqp19","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26752",NA,"Amplicon","barcode07",NA,NA,NA,"36916","35354","1853.608991","821.8895095","1760","0","4594","11882","11882","11877","11877","No",NA,11827,"302_2016__aqp19__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"302_2017","1","apq21","1","2025-09-27","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY40750",NA,"Amplicon","barcode24",NA,NA,NA,"265093","260343","11225.74595","7998.327012","9504","0","39535","11907","11881","11878","11877","No",NA,11827,"302_2017__apq21__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"308_2019","1","aqp19","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26752",NA,"Amplicon","barcode14",NA,NA,NA,"43","40","1.589952193","3.54254081","1","0","22","6572","384","286","0","No",NA,0,"308_2019__aqp19__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,0,"Low coverage"
