"sample_id","redcap_repeat_instance","ngs_runid","duplicate_id","ngs_rundate","ngs_location","ngs_provider","ngs_submission","ngs_platform","primer_scheme","primer_scheme_version","nanopore_platform","ngs_flowcell","illumina_platform","ngs_prep","ngs_barcode","ngs_library","ngs_analysis_type","ngs_merged_from","total_reads","mapped_reads","mean_depth","stdev_depth","median_depth","minimum_reads","maximum_reads","genomecov_depthx1","genomecov_depthx5","genomecov_depthx20","genomecov_depthx100","negative_control_sample","genbank_accession","consensus_coverage","consensus_fasta","ngs_notes","sample_labid","sample_sequenceid","sample_batchid","apha_sub","apha_rv","sample_tissuetype","sample_buffer","country","hmpcr_n405","rtassay","rtqpcr","lateral_flow_test","fat","drit","diagnostic_result","test_centre","diag_notes","genome_length","coverage_percent","qc_status"
"SD598.sg","1","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"2363042","5563","120.3958735","36.55755388","117","0","243","11889","11872","11803","8561","No",NA,99.5722553,NA,"SD598.2","SUB7139","SD598.sg","16-Nov","SUB7139",NA,"Salivary_gland","Unknown","TZA: Tanzania","NA","SYBR","13.61","NA","NA","NA","Positive","APHA",NA,11923,0.835127529145349,"Low coverage"
"SD599","1","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"613023","2476","43.59246834","15.23079396","43","0","101","11840","11827","11494","2","No",NA,99.19483352,NA,NA,"SUB7140","SUB7140","16-Nov","SUB7140",NA,"Brain","Unknown","TZA: Tanzania","NA","SYBR","28.59","NA","NA","NA","Positive","APHA",NA,11923,0.831962035729263,"Low coverage"
"SD599.sg","1","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"2803194","1398","30.0780005","10.65588332","29","0","73","11893","11814","10296","0","No",NA,99.08580055,NA,"SD599.2","SUB7141","SD599.sg","16-Nov","SUB7141",NA,"Salivary_gland","Unknown","TZA: Tanzania","NA","SYBR","23.07","NA","NA","NA","Positive","APHA",NA,11923,0.83104755975845,"Low coverage"
"SD600","1","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"2101537","5","0.115407196","0.385659706","0","0","2","1098","0","0","0","No",NA,0,NA,NA,"SUB7142","SUB7142","16-Nov","SUB7142",NA,"Brain","Unknown","TZA: Tanzania","NA","SYBR","32.46","NA","NA","NA","Inconclusive","APHA",NA,11923,0,"Low coverage"
"SD601","3","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"1598301","1644","35.33800218","11.53965851","35","0","70","11807","11777","11221","0","No",NA,98.77547597,NA,NA,"SUB7143","SUB7143","16-Nov","SUB7143",NA,"Brain","Unknown","TZA: Tanzania","NA","SYBR","no ct","NA","NA","NA",NA,"FIELD;APHA",NA,11923,0.828444820682714,"Low coverage"
"SD602","1","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"2688619","157830","2735.720708","859.8361901","2775","0","5260","11914","11895","11858","11821","No",NA,99.76515978,NA,NA,"SUB7144","SUB7144","16-Nov","SUB7144",NA,"Brain","Unknown","TZA: Tanzania","NA","Unknown","23.44","NA","NA","NA","Positive","APHA",NA,11923,0.836745448125472,"Low coverage"
"SD603","1","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"2356779","190542","2998.34488","1037.577094","2883","0","6552","11902","11874","11851","11833","No",NA,99.58902961,NA,NA,"SUB7145","SUB7145","16-Nov","SUB7145",NA,"Brain","Unknown","TZA: Tanzania","NA","Unknown","20.57","NA","NA","NA","Positive","APHA",NA,11923,0.835268217814308,"Low coverage"
"SD604","1","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"1791800","1846","42.50012581","16.12892288","42","0","91","11862","11688","11151","0","No",NA,98.02901954,NA,NA,"SUB7146","SUB7146","16-Nov","SUB7146",NA,"Brain","Unknown","TZA: Tanzania","NA","Unknown","24.4","NA","NA","NA","Positive","APHA",NA,11923,0.822184177975342,"Low coverage"
"SD605.sg","1","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"1817723","4","0.069948838","0.335964619","0","0","4","622","0","0","0","No",NA,0,NA,"SD605.2","SUB7148","SUB7148","16-Nov","SUB7148",NA,"Salivary_gland","Unknown","TZA: Tanzania","NA","SYBR","27.15","NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD609.sg","1","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"1210709","0","0","0","0","0",NA,NA,NA,NA,NA,"No",NA,0,NA,"SD609.2","SUB7152","SUB7152","16-Nov","SUB7152",NA,"Salivary_gland","Unknown","TZA: Tanzania","NA","SYBR","24.33","NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD610.sg","1","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"1557669","5","0.104587772","0.353355123","0","0","2","1061","0","0","0","No",NA,0,NA,"SD610.2","SUB7154","SUB7154","16-Nov","SUB7154",NA,"Salivary_gland","Unknown","TZA: Tanzania","NA","SYBR","21.92","NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD620","2","nmaist3","2","8/12/17","field; NMAIST",NA,NA,"Nanopore","rabvTanzDg",NA,"Minion","FAH20521",NA,NA,"NB12/NB12",NA,"Single run",NA,"174567","169374","522.4903967","339.2305307","498","0","1417","11858","11478","11336","10814","No","MN726817",95.07674243,NA,NA,"SUB7155","SD620","16-Nov","SUB7155",NA,"Brain","Unknown","TZA: Tanzania","NA","SYBR","28.05","NA","NA","NA","Positive","FIELD;APHA",NA,11923,0.797422984399899,"Low coverage"
"SD622","2","nmaist2","2","8/11/17","field; NMAIST",NA,NA,"Nanopore","rabvTanzDg",NA,"Minion",NA,NA,NA,"NB05/NB06",NA,"Single run",NA,"306193","270661","1630.142665","845.2378875","1600","0","3835","11894","11894","11806","11621","No","MN726808",99.01870335,NA,NA,"SUB7157","SD622","16-Nov","SUB7157",NA,"Brain","Unknown","TZA: Tanzania","NA","Unknown","23.67","NA","NA","NA","Positive","FIELD;APHA",NA,11923,0.830484805418099,"Low coverage"
"SD626.sg","1","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"1316040","202","4.693533507","2.670179463","4","0","14","11603","5883","0","0","No",NA,49.34160866,NA,"SD626","SUB7161","SUB7161","16-Nov","SUB7161",NA,"Salivary_gland","Unknown","TZA: Tanzania","NA","SYBR","20.52","NA","NA","NA","Positive","APHA",NA,11923,0.413835516732366,"Low coverage"
"SD627.sg","1","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"1400555","579","13.3423635","4.855887184","13","0","30","11811","11592","1109","0","No",NA,97.22385306,NA,"SD627.2","SUB7170","SD627.sg","16-Nov","SUB7170",NA,"Salivary_gland","Unknown","TZA: Tanzania","NA","SYBR","17.19","NA","NA","NA","Positive","APHA",NA,11923,0.815431125220163,"Low coverage"
"SD635","1","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"840141","5107","115.7550952","35.78260245","114","0","254","11857","11809","11764","8158","No",NA,99.0438648,NA,NA,"RV3391","SD635","18-Feb","SUB7803","RV3391","Brain","RNAlater","TZA: Tanzania","NA","SYBR","11.72","NA","NA","NA","Positive","APHA",NA,11923,0.830695838295731,"Low coverage"
"SD641","1","mugumu1","1","8/19/17","field",NA,NA,"Nanopore","rabvTanzDg",NA,"Minion","FAH20127",NA,NA,"NB11/NB11",NA,"Single run",NA,"257653","257641","529.9572255","259.6664621","437","0","1326","11881","11874","11476","11167","No","MN726833",96.25094355,NA,NA,"SD641","SD641","field",NA,NA,"Brain","Unknown","TZA: Tanzania","NA","Unknown",NA,"NA","NA","NA",NA,"FIELD",NA,11923,0.807271186362493,"Low coverage"
"SD642","1","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"846479","0","0","0","0","0",NA,NA,NA,NA,NA,"No",NA,0,NA,NA,"RV3392","SD642","18-Feb","SUB7804","RV3392","Brain","RNAlater","TZA: Tanzania","NA","SYBR","29.68","Positive","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD643","1","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"2405280","37025","720.552881","258.9085335","710","0","1336","11919","11899","11855","11801","No",NA,99.79870838,NA,NA,"RV3393","SD643","18-Feb","SUB7805","RV3393","Brain","RNAlater","TZA: Tanzania","NA","SYBR","14.67","Positive","NA","NA","Positive","APHA",NA,11923,0.837026825295647,"Low coverage"
"SD644","1","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"1772936","14518","307.3718024","110.7143232","301","0","665","11848","11828","11805","11708","No",NA,99.20322067,NA,NA,"RV3394","SD644","18-Feb","SUB7806","RV3394","Brain","RNAlater","TZA: Tanzania","NA","SYBR","10.81","NA","NA","NA","Positive","APHA",NA,11923,0.832032380021806,"Low coverage"
"SD645","1","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"1049508","3789","84.35938942","87.53048934","36","0","382","11908","11792","10904","3566","No",NA,98.90128323,NA,NA,"RV3395","SD645","18-Feb","SUB7807","RV3395","Brain","RNAlater","TZA: Tanzania","NA","SYBR","14.37","Positive","NA","NA","Positive","APHA",NA,11923,0.829499985154743,"Low coverage"
"SD646","1","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"129321","0","0","0","0","0",NA,NA,NA,NA,NA,"No",NA,0,NA,NA,"RV3396","SD646","18-Feb","SUB7808","RV3396","Brain","RNAlater","TZA: Tanzania","NA","SYBR","33.06","NA","NA","NA","Inconclusive","APHA",NA,11923,0,"Low coverage"
"SD647","1","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"192217","1041","23.74268221","8.409910939","23","0","53","11852","11728","8195","0","No",NA,98.36450558,NA,NA,"RV3397","SD647","18-Feb","SUB7809","RV3397","Brain","RNAlater","TZA: Tanzania","NA","SYBR","12.9","Positive","NA","NA","Positive","APHA",NA,11923,0.824997950012581,"Low coverage"
"SD648","2","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"1102422","3196","73.90270905","23.13253127","73","0","146","11835","11784","11704","1431","No",NA,98.83418603,NA,NA,"RV3398","SD648","18-Feb","SUB7810","RV3398","Brain","RNAlater","TZA: Tanzania","NA","SYBR","12.74","Positive","NA","NA","Positive","FIELD;APHA",NA,11923,0.828937230814392,"Low coverage"
"SD650","1","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"1419406","3585","77.94196092","58.38060957","61","0","384","11874","11845","11731","1881","No",NA,99.34580223,NA,NA,"RV3399","SD650","18-Feb","SUB7811","RV3399","Brain","RNAlater","TZA: Tanzania","NA","SYBR","18.62","NA","NA","NA","Positive","APHA",NA,11923,0.833228233078923,"Low coverage"
"SD657","1","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"1643173","14588","303.1223685","128.4640538","286","1","793","11923","11858","11830","11583","No",NA,99.45483519,NA,NA,"RV3400","SD657","18-Feb","SUB7812","RV3400","Brain","RNAlater","TZA: Tanzania","NA","SYBR","14.95","NA","NA","NA","Positive","APHA",NA,11923,0.834142708965864,"Low coverage"
"SD659","1","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"1247876","1848","40.8018955","21.3171073","36","0","145","11832","11793","10669","278","No",NA,98.90967038,NA,NA,"RV3401","SD659","18-Feb","SUB7813","RV3401","Brain","RNAlater","TZA: Tanzania","NA","SYBR","15.41","Positive","NA","NA","Positive","APHA",NA,11923,0.829570329447287,"Low coverage"
"SD660","1","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"2009970","6934","146.4496352","85.55819093","124","0","452","11921","11859","11782","8415","No",NA,99.46322234,NA,NA,"RV3402","SD660","18-Feb","SUB7814","RV3402","Brain","RNAlater","TZA: Tanzania","NA","SYBR","14.66","Positive","NA","NA","Positive","APHA",NA,11923,0.834213053258408,"Low coverage"
"SD662","1","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"926039","1866","41.85230227","13.21630058","41","0","95","11895","11880","11485","0","No",NA,99.63935251,NA,NA,"RV3403","SD662","18-Feb","SUB7815","RV3403","Brain","RNAlater","TZA: Tanzania","NA","SYBR","14.63","Positive","NA","NA","Positive","APHA",NA,11923,0.835690283569571,"Low coverage"
"SD664","1","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"1235086","5844","135.539797","45.16896262","131","0","265","11893","11814","11737","9766","No",NA,99.08580055,NA,NA,"RV3404","SD664","18-Feb","SUB7816","RV3404","Brain","RNAlater","TZA: Tanzania","NA","SYBR","13.83","Positive","NA","NA","Positive","APHA",NA,11923,0.83104755975845,"Low coverage"
"SD665","1","mugumu2_2","1","8/21/17","field",NA,NA,"Nanopore","rabvTanzDg",NA,"Minion","FAH20164",NA,NA,"none",NA,"Single run",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,0,NA,"long amplicons","SD665","SD665","field",NA,NA,"Brain","Unknown","TZA: Tanzania","NA","Unknown",NA,"NA","NA","NA",NA,"FIELD",NA,11923,0,"Low coverage"
"SD666","1","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"2090945","1","0.025245324","0.156875944","0","0","1","301","0","0","0","No",NA,0,NA,NA,"RV3405","SD666","18-Feb","SUB7817","RV3405","Brain","Glycerol-saline","TZA: Tanzania","NA","SYBR","34.16","NA","NA","NA","Inconclusive","APHA",NA,11923,0,"Low coverage"
"SD667","1","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"1520931","5895","133.5062484","40.97146347","132","0","274","11894","11850","11776","9308","No",NA,99.38773799,NA,NA,"RV3406","SD667","18-Feb","SUB7818","RV3406","Brain","Glycerol-saline","TZA: Tanzania","NA","SYBR","17.3","NA","NA","NA","Positive","APHA",NA,11923,0.833579954625514,"Low coverage"
"SD668","1","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"2602126","389285","5079.508094","1634.81327","5261","33","7996","11923","11923","11923","11895","No",NA,100,NA,NA,"RV3407","SD668","18-Feb","SUB7819","RV3407","Brain","RNAlater","TZA: Tanzania","NA","SYBR","14.67","NA","NA","NA","Positive","APHA",NA,11923,0.838715088484442,"Low coverage"
"SD669","1","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"2348958","3334","71.36559591","31.14746943","65","0","189","11860","11808","11648","1824","No",NA,99.03547765,NA,NA,"RV3408","SD669","18-Feb","SUB7820","RV3408","Brain","RNAlater","TZA: Tanzania","NA","SYBR","14.85","NA","NA","NA","Positive","APHA",NA,11923,0.830625494003187,"Low coverage"
"SD670","1","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"2793012","6170","129.5301518","46.25308553","122","0","279","11868","11852","11829","8620","No",NA,99.40451229,NA,NA,"RV3409","SD670","18-Feb","SUB7821","RV3409","Brain","RNAlater","TZA: Tanzania","NA","SYBR","14.72","NA","NA","NA","Positive","APHA",NA,11923,0.833720643210601,"Low coverage"
"SD671","1","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"1314826","0","0","0","0","0",NA,NA,NA,NA,NA,"No",NA,0,NA,NA,"RV3410","SD671","18-Feb","SUB7822","RV3410","Brain","RNAlater","TZA: Tanzania","NA","SYBR","32.44","NA","NA","NA","Inconclusive","APHA",NA,11923,0,"Low coverage"
"SD672","1","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"2150242","1","0.02499371","0.171475307","0","0","2","268","0","0","0","No",NA,0,NA,NA,"RV3411","SD672","18-Feb","SUB7823","RV3411","Brain","RNAlater","TZA: Tanzania","NA","SYBR","32.71","NA","NA","NA","Inconclusive","APHA",NA,11923,0,"Low coverage"
"SD673","1","NGSMay18","1","5/1/18","APHA",NA,"BTF856","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"2005858","0","0","0","0","0",NA,NA,NA,NA,NA,"No",NA,0,NA,NA,"RV3412","SD673","18-Feb","SUB7824","RV3412","Brain","RNAlater","TZA: Tanzania","NA","SYBR","33.38","NA","NA","NA","Inconclusive","APHA",NA,11923,0,"Low coverage"
